id,region_code,publish_date,channel_id,channel_name,title,description,category_id,duration,caption,views,likes,comment_count
MmThSwHXUv0,BR,2025-02-24T14:00:31Z,UCPIQI08BxL0i9nES_uKajAA,Creative Squad,CREATIVE SQUAD VS ESCONDE ESCONDE,"CANAL OFICIAL CREATIVE SQUAD 🖤

🌐 Redes Sociais: 
🔔 Instagram: https://www.instagram.com/creativesquaddd/
🔔 Twitter: https://twitter.com/CreativeSquadd

‹‹ SITE DA CREATIVE SQUAD ›› 
https://creativesquad.com.br/

🐯💰 CONTATO PARA PATROCÍNIO: csquadcontato@gmail.com",20,PT23M20S,FALSE,108856,7351,408
RG8yd2ArPaY,BR,2025-02-24T05:37:52Z,UC0LlPl_mWhIFqVxcH1l3xpQ,WebTVBrasileira,"🚨BBB25 Formação do Paredão: Camila se salva no bate e volta, mente pra Vitória e termina em treta!!","#bbb25 #FalandoDeBBB #HoraDaFofoca #WebTVBrasileira 

***TUDO SOBRE A FORMAÇÃO DO PAREDÃO E TRETA CAMILA X VITÓRIA E GENRO***

LINK DO VIAJANDO COM TATICELO: http://www.viajandocomtaticelo.com/
CRUZEIRO - Viajando com TatiCelo Playlist:
https://youtube.com/playlist?list=PLedU9Q52MJxhQhN-BdGH0ZFQA3btuLJQL&feature=shared

💥Se vc usa IOS, torne-se um membro do ""Clube CONSTRUINDO COM TATICELO"" clicando neste link:   https://www.youtube.com/channel/UC9premZjMhh8l-1cbT4T3vw/join

@ConstruindoComTatiCelo : https://www.youtube.com/construindocomtaticelo
Instagram:  @ConstruindoComTatiCelo
https://instagram.com/construindocomtaticelo?igshid=1x5pdt2e0c2xl
TikTok: https://www.tiktok.com/@construindotaticelo?lang=en

ENCONTRE A GENTE NAS REDES SOCIAIS: https://linktr.ee/webtvbrasileira

👊🏼Público: fofoca@webtvbrasileira.com
💬Comercial: comercial@webtvbrasileira.com

📛Nossa nova coleção de camisetas e moletons já está disponível e com as estampas que vcs, #webtvzeiros, escolheram. Compre aqui: https://www.WebTVBrasileira.com 👊🏼

Suru-BÃO WebTVzeiros (GRUPO BATE-PAPO)
http://www.discord.gg/webtvbrasileira

💥Se vc usa IOS, torne-se um membro do ""Clube WebTVBr"" clicando neste link: https://www.youtube.com/webtvbrasileira/join

PROGRAMAÇÃO DESTE MÊS:

🔴#PlantãoBBB AO VIVO:  14h 
🔴#HoraDaFofoca AO VIVO: 20h 
🔴#MembrosDoClubinho AO VIVO 
🔴#AFalandoDeBBB AO VIVO: de Segunda a Segunda, logo após o programa da TV Globo

Horários de Brasília

DUPLAS PARTICIPANTES DO #BBB25:
 
Vitória Strada e Mateus, Diogo Almeida e Vilma, Gracyanne Barbosa e Giovanna, Diego Hypolito e Daniele Hypolito, Edilberto e Raissa, Camilla e Thamiris, Aline e Vinícius, João Gabriel e João Pedro, Renata e Eva, Marcelo e Arleane, Maike e Gabriel, Guilherme e Joselma, Paula e Nicole, Cleber e Joseane",24,PT1H23M16S,FALSE,332388,29534,1377
cS6f5zhDD8s,BR,2025-02-24T15:00:49Z,UC63iwP6BtIjxB6xn1GKR6Lw,Emilly Vick,O SABOTADOR DA MANSÃO VOLTOU *Pegamos ele ?,,28,PT19M21S,FALSE,917360,26256,2182
UOubRsjVtWg,BR,2025-02-23T12:30:33Z,UCMmdu7vtz60uHxLyaNGtjng,Tamara_kaa,Tamara e Soso o g0lpe perfeito!,Participação especial da Soso nessa novelinha incrível!,22,PT14M44S,FALSE,227005,16731,1495
d2btph6SaR0,BR,2025-02-24T00:33:18Z,UCBKc-rPDivvwFiWdG-81wxw,TV Palmeiras Sportingbet,COLETIVA ABEL FERREIRA | MIRASSOL X PALMEIRAS | PAULISTA 2025,"Entrevista coletiva com o técnico Abel Ferreira após partida contra o Mirassol, pelo Campeonato Paulista 2025
-----------
Conteúdo Powered by @CanonBR
-----------
Inscreva-se aqui na TV PALMEIRAS SPORTINGBET:
http://bit.ly/TVPalmeiras
-----------
Siga o Verdão nas redes sociais! 
Facebook: http://facebook.com/Palmeiras
Instagram: http://Instagram.com/Palmeiras
Twitter: https://twitter.com/Palmeiras
TikTok: https://tiktok.com/Palmeiras
-------------
#palmeiras #abelferreira #tvpalmeiras #avantipalestra #coletiva #coletivaabelferreira #coletivapalmeiras #paulista2025",17,PT19M24S,FALSE,168983,11733,880
P7Ww4zPAQN4,ID,2025-02-23T22:00:13Z,UC9LQwHZoucFT94I2h6JOcjw,Liverpool FC,Highlights: Man City 0-2 Liverpool | Mo Salah and Dom Szoboszlai goals extend lead,"Watch key highlights from the Reds' away trip to face Pep Guardiola and his Manchester City in the Premier League, where goals from Mohamed Salah & Dominik Szoboszlai secured their place at the top of the table.

Liverpool team: Alisson, Alexander-Arnold, Konate, Van Dijk (C), Robertson, Gravenberch, Mac Allister, Szoboszlai, Jones, Salah, Diaz.
Subs: Kelleher, Endo, Nunez, Chiesa, Gakpo, Elliott, Jota, Tsimikas, Quansah

Man City team: Ederson, Lewis, Khusanov, Ake, Gvardiol, Nico, De Bruyne (C), Savinho, Foden, Doku, Marmoush
Subs: Ortega Moreno, Dias, Kovacic, Grealish, Gundogan, Bernardo, Reis, Nunes, McAtee

🔔 SUBSCRIBE for free, so you never miss a video or live stream! https://www.youtube.com/subscription_center?add_user=LiverpoolFC
📺 Watch even more from the Reds with a YouTube Channel Membership, including LFC emojis, extra uploads and LIVE academy games: https://www.youtube.com/LiverpoolFC/join
🛍️ Shop LFC - Get your 2024/25 kits and much more! https://lfc.tv/3YTiEyj
Liverpool FC - YouTube
Get closer to the Reds than anyone else! Well, you're in the right place with new and exclusive uploads bringing you closer to the Reds, every week.",17,PT2M,TRUE,2639546,44133,1455
u2R4oZT2IAY,ID,2025-02-23T12:02:02Z,UC6SPCnTAIanF2_8ST2wrQzw,TAULANY TV,SIDAK NIKAHAN INYONK.. ANDRE KASIH HADIAH HONEYMOON KE JEPANG,"FOLLOW INSTAGRAM TAULANY TV :
https://www.instagram.com/taulany_tv
 
Taulany tv adalah channel yang sangat menghibur, serta ada berbagai karakter yang di mainkan oleh komedian ternama Andre Taulany,...yuk di tonton videonya sampai habis...sama sama bangun channel ini untuk menjadi channel yang bisa menghibur serta membuat kehidupan ini jauh lebih kocak... jangan lupa di like subscribe dan comment,...share juga kepada orang terdekat kalian.",24,PT18M49S,FALSE,751959,14647,863
6fPg8K8L-4w,ID,2025-02-24T05:38:46Z,UCdqAL2kOoR9fMlq3800bmXA,dika_ bj,MBOK'JUM KESURUPAN PARAH !!!,,22,PT25M3S,FALSE,2292853,106968,4261
nF2gPfU6Kqg,ID,2025-02-22T15:01:09Z,UCEf_Bc-KVd7onSeifS3py9g,SMTOWN,Hearts2Hearts 하츠투하츠 'The Chase' MV Teaser,"Hearts2Hearts' debut single ""The Chase"" is out!
Listen and download on your favorite plarform: https://Hearts2Hearts.lnk.to/TheChase

🗺 'The Chase' MV https://youtu.be/kxUA2wwYiME

Subscribe to Hearts2Hearts Official YouTube Channel!
https://www.youtube.com/@hearts2hearts.official?sub_confirmation=1

Hearts2Hearts Official
https://www.youtube.com/@hearts2hearts.official
https://twitter.com/Hearts2Hearts
https://www.instagram.com/hearts2hearts/
https://www.tiktok.com/@hearts2hearts
https://www.facebook.com/hearts2heartsH2H
https://weibo.com/u/7971304015

#Hearts2Hearts #하츠투하츠 #H2H 
#TheChase #Hearts2Hearts_TheChase",10,PT33S,FALSE,1046476,86565,6822
krY7ciP8GW8,ID,2025-02-22T22:00:32Z,UCICNP0mvtr0prFwGUQIABfQ,Aston Villa Football Club,MARCO ASENSIO DOUBLE ⚽️⚽️ | ASTON VILLA 2-1 CHELSEA,"Marco Asensio netted his first Villa goals in a 2-1 win over Chelsea.

__

Stay ahead of the game and be the first to know when we release new videos by hitting the *subscribe* button

For more Villa content head to the website 👉 https://video.avfc.co.uk/",17,PT2M54S,FALSE,1828851,35214,1106
6VAY2NqQZOk,ID,2025-02-22T22:00:06Z,UC6yW44UGJJBvYTlfC7CRg2Q,Manchester United,All Square At Goodison | Everton v Man Utd,"Watch the key moments from Manchester United's 2-2 draw to Everton in the Premier League.

🛒 Shop your favourite United attire: https://bit.ly/3s9uTW7
▶️ Subscribe to Manchester United on YouTube at http://bit.ly/ManU_YT
📲 Download the Man Utd app: http://manutd.co/F4c
💻 Visit Manchester United: http://www.manutd.com

#MUFC",17,PT3M4S,FALSE,1316028,23303,1135
BxZhknmYxgg,ID,2025-02-23T13:00:23Z,UC2g-0e9tfrG3YC73AAlU0DQ,MIKOMICO,PART 12 - KEKUATAN TERSEMBUNYI KEN | feat @ReoZuku,"(drama animasi) CINTA dibalik MISI
follow juga sosial media #MIKOMICO #animasi 
Saluran WA : https://whatsapp.com/channel/0029Vav3Ao1HLHQTGMqFrv0q
TIKTOK : https://www.tiktok.com/@animasi_mikomico
INSTAGRAM : https://www.instagram.com/mikomico.official
--
EMAIL : MIKOMICO.MAIL@GMAIL.COM",1,PT9M19S,FALSE,453783,24751,2562
KvJkJDHOgcY,ID,2025-02-23T09:01:19Z,UC_2H4igfknWcNnbUDYxt1yw,Justinus Lhaksana,JUS INDO #142 : ALEX PASTOOR CERITA TTG PENGALAMAN DIA DI INDONESIA,"Klik link di bawah untuk join server discord :
https://www.youtube.com/post/UgkxSuVnxsTk3RnB80e3ESh3EW1Zt6gOi3Iy

Klik link di bawah untuk join JUS TALK Membership:
https://www.youtube.com/channel/UC_2H4igfknWcNnbUDYxt1yw/join

Thank you for watching my video! Don't forget to Like, Comment and Subscribe to support my Channel.

Also Follow my Instagram account @coachjustinl https://www.instagram.com/coachjustinl/

Twitter @CoachJustinL https://twitter.com/CoachJustinL

Thank you!

#justinuslhaksana #justalk #JusTalkMedia",22,PT20M43S,TRUE,274875,6580,1081
k6cKR5Kmzf8,ID,2025-02-23T08:48:22Z,UC8rHUssNDJ9YEjfduAqJBmw,tanboy kun,JAUH2 KE MAGETAN DEMI MAKAN BEKICOT MAGETAN!!,"SETU Sate Gule
Tawang, Driyorejo, Kec. Nguntoronadi, Kabupaten Magetan, Jawa Timur 63383


Bekicot Magetan
Jl. Raya Sarangan, Wotan, Widorokandang, Kec. Sidorejo, Kabupaten Magetan, Jawa Timur 63352",24,PT21M24S,FALSE,1415374,27183,3206
6xW9ZdRnHTY,ID,2025-02-23T02:00:08Z,UCZIgQePns7xNj1YX7qzfWew,PEBASKET SOMBONG Denny Sumargo,MATCH TERPANAS  ‼️ PENANTANG INI MEMBUAT JOY MENGHABISKAN KEBERUNTUNGANNYA⁉️,"Beli merchandise Pebasket Sombong by Dodds disini : 
https://linktr.ee/DODDSofficial

Next Level Billiard : https://www.instagram.com/nextlevelbilliard/

===================================
Follow me here :
Twitter : https://twitter.com/sumargodenny
Instagram : https://www.instagram.com/sumargodenny/
Facebook Fanpage : https://www.facebook.com/dsumargo
===================================
For Business Inquiries : 085161589686
Email : onepeaceproduction@gmail.com",17,PT31M51S,FALSE,360744,5834,3577
IXzTy45BpHE,MX,2025-02-24T02:45:02Z,UCUi-2UQydc8Ws5NgsnwkhFQ,Belinda,Belinda & Tito Double P - La Cuadrada (Premio Lo Nuestro),"Belinda & Tito Double P - La Cuadrada (Premio Lo Nuestro)
#Belinda #TitoDoubleP #LaCuadrada #PremioLoNuestro",10,PT3M14S,FALSE,219875,9304,1534
SD2UiX1jpd8,MX,2025-02-22T16:00:06Z,UCooVYzDxdwTtGYAkcPmOgOw,Brawl Stars,IS THIS THE BEST BRAWLER EVER?!,"IMPROVED REWARDS FOR F2P, A FULL RANKED REWORK, TWO NEW BRAWLERS, GADGET CHANGES, AND MORE!
YOUTOOZ PRE-ORDER: https://youtooz.com/collections/brawl-stars
FREE SPRAY: https://link.brawlstars.com/?action=voucher&code=974a1b0f-b2f7-45c5-978e-bdade83062a1

Download NOW!! ►► https://supr.cl/2K62CZG
Subscribe!! ►► https://supr.cl/subscribe
#brawlstars #brawltalk #update",20,PT10M9S,TRUE,12371191,479860,49681
pTOKbEkfm70,MX,2025-02-23T19:45:06Z,UChOQkbLHWi3zSCUjT7Kjd1g,invictor,3 Cazadores VS Invictor YARNABY en Minecraft! 😨 Manhunt POPPY PLAYTIME 4,"Hoy Invictor escapa de los tres mejores cazadores de Minecraft Manhunt, pero de Poppy Playtime Capitulo 4. Invictor tendrá que hacer los crafteos imposibles para evolucionar con las partes del cuerpo de Yarnaby para transformarse en el y conseguir sus superpoderes antes de que los compas le ganen. ¿Lo conseguirá?
Mi nueva tienda online aquí 👉🏼 https://invictortienda.com

😍 Código SUPERFAN para 10% de DESCUENTO 😍

Twitter invictor: https://twitter.com/invictorgs3
Mi instagram: https://www.instagram.com/invictorrose/

Canales de los CoMPañeros:
👉Invictor: https://www.youtube.com/invictorgs3
👉TimbaVk: https://www.youtube.com/MrTimbaVk
👉Acenix: https://www.youtube.com/user/michelsfsm
👉Elmayo97: https://www.youtube.com/elmayo97
👉Eltrollino: https://www.youtube.com/eltrollino
👉Mondongo: https://www.youtube.com/c/Mondongo
👉RiusPlay: https://www.youtube.com/riusplay
👉Mikecrack: https://www.youtube.com/mikecrack
👉RaptorGamer: https://www.youtube.com/channel/UCS4OZlj8753fezBtH62TRDg
👉Sparta: https://www.youtube.com/invictorgs3
MEJORES ESCONDITES DE RISA

Escondite en la mansión youtuber: https://www.youtube.com/watch?v=T8BS0ACwamA
Escondite en una consola de videojuegos: https://www.youtube.com/watch?v=wwdeHdZFkl4
Escondite a medio corazón: https://www.youtube.com/watch?v=jLLzM18_Gto
Escondite troll: https://www.youtube.com/watch?v=CNAUZzSmO0k

--------

2o CANAL: http://www.youtube.com/user/destruyeelnexus

TWITTER: http://twitter.com/invictorgs3

INSTAGRAM: http://instagram.com/invictorrose

FACEBOOK: http://www.facebook.com/invictorrose

Email de contacto: business@invictorrose.com

--------
SOBRE MÍ:

Mi nombre : Víctor! :D
Grabo con OBS!!
Texture pack: Ni yo lo c papu
--------

FTC: Este video no está patrocinado, todas las opiniones son honestas y mías.

--------

Algunas canciones pueden ser de:
Music: https://incompetech.com/


Con un clic me ayudarías mucho, suscríbete pulsando aquí: http://goo.gl/llN2d1

Todos los derechos reservados ©",20,PT47M21S,FALSE,451441,11996,789
cui5suHSpxE,MX,2025-02-23T03:33:57Z,UCbtodmCOE5CDdVvVvUzwQfQ,Chivas,RESUMEN Y GOLES: Chivas vs Pachuca | Jornada 8 Clausura 2025,"Chivas suma 3 puntos importantes en casa contra los Tuzos antes de la jornada doble contra San Luis y Pumas.

#Chivas #Guadalajara #LigaMX

¡SUSCRÍBETE AL CANAL DE  🎥 YOUTUBE! https://www.youtube.com/@chivas 
-
RESUMEN Y GOLES: Chivas vs Pachuca | Jornada 8 Clausura 2025",17,PT10M47S,FALSE,1090578,8521,649
1Obh4z6ECBo,MX,2025-02-21T18:35:41Z,UCuOfAZNaaCkVkkXaJu2ny_Q,Ventaneando,Pati Chapoy recuerda entre lágrimas a Daniel Bisogno | Hasta Siempre Daniel,"Recordamos amorosamente la vida y trayectoria de nuestro querido Daniel Bisogno. ¡Su legado quedara por siempre! #QEPDDanielBisogno

Ve más contenido de Ventaneando
▶️https://youtube.com/playlist?list=PLuw65g3hpvv1l8VnX2FfbGJHnGHWgcUFS
▶️https://youtube.com/playlist?list=PLuw65g3hpvv34kp6WzEyhS9vdB9rRDnZT
▶️https://youtube.com/playlist?list=PLuw65g3hpvv2k9u9mcSld-mbyjx7hs-Il

¡Suscríbete a nuestro canal y mantente al pendiente de las noticias más importantes! 📰
 
💟Síguenos en:
TikTok: https://www.tiktok.com/@ventaneandouno
Instagram: https://www.instagram.com/ventaneandouno/
X: https://twitter.com/VentaneandoUno
Facebook: https://www.facebook.com/VentaneandoOficial/

#danielbisogno #ventaneando #daniel #bisogno #tendencias #fallece #memoria #homenaje #noticias #brakingnews #noticiasenespañol #noticiasdehoy #noticiasenvivo #patichapoy #pedrosola #monicagarza #monicacastaneda #rosariomurrieta #linetpuente #muere",24,PT8M56S,FALSE,2382385,32631,4249
9U2n97g8UFk,MX,2025-02-23T03:18:29Z,UCTIyEyDNHPrwVFPhpi5dm0A,TUDN México,Resumen y goles | Monterrey 3-1 Atl San Luis | Liga Mx - CL2025 J8 | TUDN,"Rayados golea al Atlético San Luis en el debut de Sergio Ramos en el Futbol Mexicano.

La mayor oferta de partidos de la Liga Mx en ViX: https://vix.com/es-es/deportes?utm_medium=organic_social&utm_source=youtube&utm_campaign=live-soccer&utm_content=ed_sports_mx",17,PT13M59S,FALSE,1911001,15663,1047
AJEgM0hq8Dw,MX,2025-02-23T22:28:40Z,UC2rScBVAJSkL4qXn-27t80A,Angie Velasco,Mezcle Todos los Quesos para Hacer Solo uno,aprendiste mas aca sobre quesos que en la escuela.,24,PT14M6S,FALSE,254287,27460,1213
YH-m7tqU1IQ,MX,2025-02-23T18:30:52Z,UCPZOI6QrL73FQXoZEqgvOFA,TNT Sports México,RESUMEN: MANCHESTER CITY 0-2 LIVERPOOL I JORNADA 26 I PREMIER LEAGUE,"En el cierre de la Jornada 26 de #LaPremierEnMax, Liverpool venció como visitante a Manchester City, por primera vez en la era Guardiola, con marcador de 2-0.

Mohamed Salah, para variar, fue la figura del encuentro, marcando un tanto y asistiendo a Dominik Szoboszlai en otro.

¡Disfruta los goles y las acciones más destacadas del cotejo!

#TNTSportsMex

No te pierdas los partidos de la UEFA Champions League, la Premier League y la Emirates FA Cup por Max: https://bit.ly/42SAqSI",20,PT10M2S,FALSE,530910,7657,654
T3go5YPgGWk,MX,2025-02-22T16:12:00Z,UCHwH70ZhfYHT9ZM2Z5OEkRg,GoDeiK,BRAWL TALK con *NUEVO PASE* Y 2 NUEVOS BRAWLERS en BRAWL STARS,"SORTEO 6 SKINS de OLLIE:
➜ SIGUEME EN INSTAGRAM PARA 3 SKINS: https://www.instagram.com/godeik/?hl=es

➜ SIGUEME EN YOUTUBE PARA 3 SKINS:
Suscribete
Dale like al video
Activa la campanita

El sorteo finaliza el 10 de marzo, mucha suerte a todos!

➜ SUSCRIBETE A MI SEGUNDO CANAL: https://www.youtube.com/@DeiKYT

➜ Sigueme en Instagram: https://www.instagram.com/godeik/?hl=es
➜ Sigueme en Twitter: https://twitter.com/GoDeiK
➜ Usa el código GoDeiK en la tienda de Brawl Stars! https://link.brawlstars.com/supportcreator/en?code=godeik

▷ No olvides suscribirte y dejar tu like! 
▷ Activa la 🔔 para no perderte ningún vídeo
★¡Hazte miembro del canal! https://www.youtube.com/godeik/join

➜ Discord: https://discord.gg/CJvw2CTwSk

▷ Contacto: godeik@youhub.es

Brawl Talk con nuevo pase y 2 nuevos brawlers en Brawl Stars

#BrawlStars",20,PT20M2S,FALSE,870713,82231,8329
24U3zPoZvXI,MX,2025-02-21T22:14:07Z,UCzrM_068Odho89mTRrrxqbA,Peso Pluma,14-14 | Peso Pluma (Show Film Éxodo),"14-14 | Peso Pluma (Show Film Éxodo) 
Double P Records© 

Este proyecto ofrece un vistazo detrás de cámaras y backstage de Peso Pluma, destacando su 
transformación en un puente cultural que conecta generaciones y audiencias globales. Al 
mismo tiempo, revela su lado más humano: un artista que, como todos, enfrenta dolor y 
emociones profundas, mismas que moldean a la persona y artista que conocemos hoy. 

•REDES SOCIALES   
Instagram -  https://bit.ly/3KxRYMd  
Spotify - http://bit.ly/435v7ii  
TikTok - http://bit.ly/3ZBp3LC  
Apple Music - http://bit.ly/411a92p  

•Adquiere “Génesis Vinyl”  
https://orcd.co/genesisvinyl  

#PesoPluma #Exodo",10,PT10M54S,FALSE,630552,52567,1567
